AUC,各対象が所属しているクラスターの数,各クラスターの所属している対象の数,オーバーラップしている対象の数,オーバーラップしていない要素の数
0.8525691075818992,"54.0, 51.0, 2.0, 34.0, 70.0, 37.0, 80.0, 63.0, 77.0, 55.0, 80.0, 70.0, 67.0, 69.0, 73.0, 42.0, 55.0, 47.0, 80.0, 77.0, 64.0, 68.0, 80.0, 54.0, 79.0, 80.0, 72.0, 42.0, 14.0, 33.0, 9.0, 80.0, 10.0, 65.0, 39.0, 44.0, 80.0, 80.0, 50.0, 54.0, 8.0, 67.0, 24.0, 55.0, 54.0, 44.0, 1.0, 16.0, 32.0, 78.0, 57.0, 28.0, 78.0, 69.0, 1.0, 49.0, 26.0, 5.0, 19.0, 10.0, 56.0, 15.0, 55.0, 24.0, 33.0, 77.0, 49.0, 54.0, 12.0, 55.0, 80.0, 60.0, 80.0, 80.0, 53.0, 40.0, 80.0, 79.0, 6.0, 10.0, 36.0, 15.0, 55.0, 13.0, 17.0, 80.0, 80.0, 40.0, 74.0, 80.0, 78.0, 15.0, 31.0, 36.0, 53.0, 65.0, 39.0, 69.0, 80.0, 49.0, 63.0, 58.0, 67.0, 1.0, 14.0, 80.0, 11.0, 80.0, 72.0, 1.0, 16.0, 67.0, 42.0, 63.0, 78.0, 65.0, 78.0, 40.0, 6.0, 80.0, 75.0, 59.0, 80.0, 76.0, 31.0, 5.0, 79.0, 14.0, 10.0, 60.0, 13.0, 80.0, 27.0, 70.0, 5.0, 69.0, 6.0, 12.0, 13.0, 62.0, 60.0, 30.0, 14.0, 55.0, 22.0, 62.0, 4.0, 49.0, 27.0, 24.0, 59.0, 13.0, 36.0, 68.0, 70.0, 80.0, 38.0, 12.0, 77.0, 7.0, 14.0, 19.0, 58.0, 44.0, 6.0, 58.0, 51.0, 40.0, 80.0, 80.0, 5.0, 77.0, 32.0, 18.0, 62.0, 37.0, 59.0, 64.0, 6.0, 66.0, 62.0, 6.0, 70.0, 44.0, 1.0, 24.0, 80.0, 63.0, 5.0, 77.0, 23.0, 76.0, 28.0, 76.0, 80.0, 50.0, 79.0, 27.0, 15.0, 10.0, 78.0, 58.0, 3.0, 70.0, 53.0, 65.0, 80.0, 44.0, 62.0, 29.0, 46.0, 47.0, 26.0, 29.0, 50.0, 64.0, 37.0, 37.0, 45.0, 80.0, 74.0, 69.0, 80.0, 78.0, 44.0, 78.0, 54.0, 52.0, 47.0, 48.0, 65.0, 79.0, 56.0, 80.0, 12.0, 3.0, 6.0, 80.0, 25.0, 12.0, 45.0, 22.0, 79.0, 62.0, 26.0, 80.0, 26.0, 11.0, 77.0, 78.0, 69.0, 80.0, 80.0, 67.0, 26.0, 67.0, 75.0, 80.0, 7.0, 56.0, 31.0, 16.0, 18.0, 38.0, 16.0, 40.0, 78.0, 39.0, 62.0, 62.0, 8.0, 54.0, 77.0, 36.0, 13.0, 31.0, 67.0, 12.0, 27.0, 79.0, 74.0, 57.0, 49.0, 77.0, 1.0, 78.0, 36.0, 57.0, 16.0, 38.0, 66.0, 80.0, 70.0, 58.0, 78.0, 42.0, 80.0, 28.0, 80.0, 60.0, 77.0, 78.0, 45.0, 74.0, 25.0, 80.0, 76.0, 67.0, 80.0, 27.0, 36.0, 51.0, 35.0, 62.0, 39.0, 69.0, 13.0, 15.0, 80.0, 69.0, 35.0, 80.0, 53.0, 22.0, 8.0, 23.0, 34.0, 31.0, 80.0, 7.0, 80.0, 29.0, 33.0, 6.0, 52.0, 71.0, 31.0, 56.0, 40.0, 59.0, 49.0, 39.0, 9.0, 80.0, 80.0, 13.0, 73.0, 8.0, 36.0, 59.0, 62.0, 34.0, 7.0, 22.0, 76.0, 31.0, 36.0, 80.0, 56.0, 39.0, 44.0, 7.0, 80.0, 23.0, 21.0, 33.0, 65.0, 72.0, 10.0, 76.0, 34.0, 49.0, 32.0, 38.0, 46.0, 6.0, 80.0, 62.0, 30.0, 74.0, 31.0, 79.0, 15.0, 18.0, 21.0, 32.0, 63.0, 80.0, 33.0, 76.0, 23.0, 80.0, 77.0, 73.0, 54.0, 80.0, 80.0, 63.0, 80.0, 37.0, 22.0, 80.0, 69.0, 35.0, 80.0, 13.0, 79.0, 21.0, 1.0, 78.0, 29.0, 11.0, 23.0, 80.0, 46.0, 62.0, 66.0, 9.0, 62.0, 23.0, 47.0, 78.0, 32.0, 40.0, 16.0, 79.0, 77.0, 41.0, 78.0, 68.0, 32.0, 45.0, 54.0, 78.0, 80.0, 12.0, 45.0, 79.0, 49.0, 22.0, 65.0, 79.0, 44.0, 77.0, 8.0, 11.0, 51.0, 45.0, 16.0, 17.0, 66.0, 34.0, 80.0, 14.0, 42.0, 79.0, 16.0, 73.0, 20.0, 80.0, 7.0, 29.0, 68.0, 80.0, 27.0, 48.0, 73.0, 22.0, 45.0, 78.0, 79.0, 80.0, 63.0, 78.0, 11.0, 40.0, 6.0, 31.0, 56.0, 31.0, 15.0, 36.0, 69.0, 31.0, 27.0, 8.0, 20.0, 53.0, 52.0, 6.0, 51.0, 56.0, 5.0, 7.0, 75.0, 46.0, 4.0, 11.0, 66.0, 45.0, 15.0, 46.0, 14.0, 2.0, 10.0, 23.0, 51.0, 79.0, 2.0, 5.0, 58.0, 13.0, 8.0, 79.0, 79.0, 70.0, 54.0, 65.0, 65.0, 67.0, 47.0, 80.0, 66.0, 80.0, 9.0, 1.0, 68.0, 75.0, 79.0, 18.0, 6.0, 13.0, 10.0, 61.0, 12.0, 35.0, 70.0, 4.0, 23.0, 1.0, 80.0, 54.0, 80.0, 80.0, 7.0, 58.0, 54.0, 22.0, 79.0, 73.0, 76.0, 8.0, 80.0, 29.0, 78.0, 1.0, 36.0, 11.0, 80.0, 58.0, 65.0, 73.0, 31.0, 11.0, 80.0, 30.0, 76.0, 34.0, 31.0, 63.0, 80.0, 6.0, 22.0, 17.0, 49.0, 77.0, 17.0, 44.0, 13.0, 49.0, 78.0, 48.0, 74.0, 53.0, 19.0, 74.0, 13.0, 62.0, 79.0, 1.0, 1.0, 70.0, 75.0, 68.0, 26.0, 30.0, 65.0, 31.0, 65.0, 60.0, 53.0, 80.0, 66.0, 8.0, 29.0, 16.0, 2.0, 80.0, 11.0, 79.0, 10.0, 79.0, 33.0, 56.0, 76.0, 57.0, 79.0, 80.0, 65.0, 12.0, 55.0, 72.0, 69.0, 47.0, 78.0, 65.0, 79.0, 46.0, 42.0, 73.0, 4.0, 50.0, 80.0, 64.0, 37.0, 58.0, 33.0, 3.0, 33.0, 43.0, 46.0, 30.0, 80.0, 66.0, 30.0, 6.0, 3.0, 80.0, 54.0, 58.0, 77.0, 80.0, 52.0, 80.0, 44.0, 63.0, 79.0, 79.0, 17.0, 12.0, 80.0, 7.0, 14.0, 66.0, 78.0, 8.0, 40.0, 46.0, 53.0, 11.0, 80.0, 57.0, 30.0, 63.0, 79.0, 69.0, 80.0, 14.0, 80.0, 60.0, 68.0, 61.0, 11.0, 4.0, 1.0, 80.0, 80.0, 31.0, 15.0, 16.0, 7.0, 2.0, 23.0, 20.0, 80.0, 66.0, 8.0, 15.0, 18.0, 80.0, 23.0, 64.0, 80.0, 1.0, 64.0, 47.0, 53.0, 71.0, 51.0, 58.0, 55.0, 31.0, 4.0, 54.0, 16.0, 78.0, 7.0, 4.0, 56.0, 60.0, 48.0, 47.0, 28.0, 78.0, 80.0, 24.0, 52.0, 6.0, 33.0, 80.0, 20.0, 57.0, 37.0, 31.0, 7.0, 75.0, 35.0, 65.0, 9.0, 58.0, 37.0, 45.0, 43.0, 58.0, 73.0, 20.0, 11.0, 19.0, 65.0, 59.0, 1.0, 54.0, 78.0, 40.0, 80.0, 9.0, 23.0, 10.0, 80.0, 19.0, 5.0, 65.0, 10.0, 51.0, 6.0, 12.0, 76.0, 77.0, 79.0, 79.0, 80.0, 30.0, 14.0, 80.0, 29.0, 69.0, 22.0, 45.0, 12.0, 12.0, 10.0, 9.0, 13.0, 51.0, 79.0, 11.0, 79.0, 7.0, 31.0, 1.0, 26.0, 27.0, 32.0, 68.0, 80.0, 80.0, 80.0, 42.0, 21.0, 56.0, 13.0, 42.0, 80.0, 1.0, 5.0, 11.0, 5.0, 78.0, 2.0, 26.0, 60.0, 29.0, 59.0, 55.0, 7.0, 38.0, 77.0, 4.0, 63.0, 50.0, 34.0, 79.0, 66.0, 53.0, 8.0, 66.0, 28.0, 54.0, 26.0, 65.0, 65.0, 21.0, 78.0, 50.0, 42.0, 2.0, 35.0, 61.0, 38.0, 27.0, 26.0, 44.0, 65.0, 72.0, 28.0, 80.0, 31.0, 40.0, 53.0, 65.0, 26.0, 5.0, 42.0, 58.0, 4.0, 16.0, 1.0, 69.0, 4.0, 29.0, 3.0, 64.0, 6.0, 38.0, 50.0, 72.0, 47.0, 37.0, 57.0, 8.0, 32.0, 2.0, 54.0, 37.0, 80.0, 64.0, 25.0, 80.0, 30.0, 33.0, 71.0, 39.0, 37.0, 6.0, 33.0, 46.0, 8.0, 17.0, 13.0, 8.0, 65.0, 37.0, 79.0, 45.0, 9.0, 25.0, 67.0, 78.0, 20.0, 53.0, 67.0, 67.0, 56.0, 3.0, 38.0, 5.0, 6.0, 66.0, 79.0, 26.0, 80.0, 10.0, 39.0, 69.0, 20.0, 43.0, 72.0, 44.0, 4.0, 34.0, 42.0, 79.0, 13.0, 4.0, 69.0, 37.0, 4.0, 9.0, 6.0, 68.0, 32.0, 78.0, 38.0, 18.0, 48.0, 64.0, 29.0, 80.0, 79.0, 17.0, 80.0, 62.0, 17.0, 29.0, 13.0, 80.0, 1.0, 37.0, 10.0, 6.0, 13.0, 10.0, 31.0, 54.0, 68.0, 38.0, 76.0, 13.0, 65.0, 45.0, 74.0, 58.0, 65.0, 12.0, 72.0, 5.0, 12.0, 65.0, 3.0, 70.0, 53.0, 18.0, 40.0, 62.0, 58.0, 29.0, 1.0, 69.0, 66.0, 80.0, 8.0, 42.0, 55.0, 76.0, 80.0, 3.0, 5.0, 29.0, 2.0, 38.0, 4.0, 80.0, 3.0, 38.0, 80.0, 59.0","607.0, 305.0, 750.0, 411.0, 559.0, 532.0, 516.0, 305.0, 305.0, 586.0, 678.0, 615.0, 350.0, 305.0, 618.0, 515.0, 505.0, 622.0, 617.0, 747.0, 305.0, 552.0, 499.0, 499.0, 671.0, 548.0, 446.0, 582.0, 627.0, 305.0, 600.0, 642.0, 786.0, 376.0, 461.0, 906.0, 454.0, 305.0, 556.0, 836.0, 305.0, 496.0, 545.0, 898.0, 865.0, 305.0, 564.0, 444.0, 470.0, 644.0, 559.0, 853.0, 641.0, 500.0, 743.0, 789.0, 427.0, 534.0, 578.0, 512.0, 847.0, 657.0, 562.0, 305.0, 618.0, 575.0, 547.0, 686.0, 468.0, 616.0, 410.0, 612.0, 580.0, 547.0, 472.0, 672.0, 591.0, 812.0, 784.0, 621.0",976.0,20.0
0.8529221210711675,"61.0, 59.0, 2.0, 36.0, 65.0, 35.0, 80.0, 61.0, 78.0, 59.0, 79.0, 69.0, 76.0, 60.0, 60.0, 54.0, 65.0, 51.0, 80.0, 76.0, 75.0, 75.0, 80.0, 50.0, 79.0, 80.0, 75.0, 51.0, 17.0, 35.0, 18.0, 80.0, 9.0, 73.0, 51.0, 47.0, 80.0, 79.0, 57.0, 54.0, 10.0, 65.0, 25.0, 68.0, 53.0, 46.0, 1.0, 18.0, 34.0, 66.0, 65.0, 35.0, 79.0, 71.0, 1.0, 54.0, 20.0, 7.0, 16.0, 10.0, 64.0, 23.0, 68.0, 33.0, 35.0, 76.0, 44.0, 53.0, 13.0, 57.0, 80.0, 66.0, 80.0, 80.0, 54.0, 51.0, 80.0, 80.0, 7.0, 10.0, 35.0, 16.0, 62.0, 12.0, 18.0, 80.0, 79.0, 47.0, 69.0, 80.0, 80.0, 14.0, 29.0, 36.0, 55.0, 73.0, 30.0, 58.0, 80.0, 59.0, 63.0, 69.0, 74.0, 1.0, 17.0, 80.0, 20.0, 80.0, 75.0, 1.0, 17.0, 78.0, 38.0, 71.0, 80.0, 74.0, 78.0, 53.0, 6.0, 80.0, 72.0, 66.0, 80.0, 78.0, 32.0, 5.0, 79.0, 17.0, 20.0, 71.0, 15.0, 80.0, 27.0, 75.0, 5.0, 71.0, 7.0, 12.0, 12.0, 70.0, 66.0, 26.0, 16.0, 65.0, 22.0, 71.0, 5.0, 57.0, 30.0, 25.0, 69.0, 23.0, 36.0, 77.0, 73.0, 80.0, 53.0, 14.0, 79.0, 10.0, 15.0, 19.0, 67.0, 48.0, 4.0, 65.0, 58.0, 36.0, 80.0, 80.0, 4.0, 76.0, 42.0, 22.0, 51.0, 45.0, 70.0, 73.0, 5.0, 76.0, 69.0, 6.0, 71.0, 42.0, 2.0, 25.0, 80.0, 68.0, 6.0, 76.0, 34.0, 77.0, 27.0, 74.0, 80.0, 61.0, 79.0, 36.0, 15.0, 9.0, 80.0, 68.0, 3.0, 61.0, 63.0, 73.0, 80.0, 59.0, 70.0, 37.0, 49.0, 60.0, 34.0, 40.0, 48.0, 70.0, 39.0, 45.0, 48.0, 80.0, 74.0, 77.0, 80.0, 80.0, 59.0, 80.0, 53.0, 59.0, 47.0, 58.0, 73.0, 79.0, 62.0, 80.0, 24.0, 4.0, 5.0, 80.0, 35.0, 11.0, 48.0, 23.0, 76.0, 69.0, 38.0, 80.0, 28.0, 21.0, 76.0, 79.0, 76.0, 78.0, 80.0, 78.0, 24.0, 76.0, 77.0, 80.0, 8.0, 63.0, 34.0, 16.0, 29.0, 53.0, 17.0, 49.0, 77.0, 51.0, 71.0, 71.0, 10.0, 64.0, 78.0, 46.0, 12.0, 35.0, 76.0, 13.0, 32.0, 79.0, 75.0, 68.0, 58.0, 74.0, 1.0, 79.0, 49.0, 69.0, 17.0, 30.0, 73.0, 80.0, 77.0, 66.0, 78.0, 35.0, 80.0, 27.0, 80.0, 68.0, 77.0, 78.0, 50.0, 76.0, 35.0, 80.0, 77.0, 70.0, 80.0, 40.0, 49.0, 61.0, 33.0, 71.0, 37.0, 71.0, 15.0, 20.0, 80.0, 59.0, 34.0, 80.0, 63.0, 24.0, 8.0, 24.0, 29.0, 38.0, 80.0, 9.0, 80.0, 41.0, 41.0, 8.0, 53.0, 71.0, 33.0, 63.0, 40.0, 65.0, 54.0, 40.0, 11.0, 80.0, 80.0, 17.0, 71.0, 9.0, 37.0, 66.0, 71.0, 46.0, 9.0, 24.0, 75.0, 30.0, 35.0, 80.0, 64.0, 48.0, 50.0, 9.0, 80.0, 22.0, 23.0, 42.0, 73.0, 77.0, 11.0, 63.0, 33.0, 57.0, 33.0, 37.0, 43.0, 6.0, 80.0, 74.0, 31.0, 74.0, 36.0, 79.0, 16.0, 18.0, 22.0, 38.0, 72.0, 80.0, 43.0, 75.0, 26.0, 80.0, 77.0, 74.0, 64.0, 80.0, 80.0, 72.0, 80.0, 51.0, 27.0, 80.0, 78.0, 39.0, 78.0, 13.0, 79.0, 24.0, 1.0, 80.0, 42.0, 10.0, 24.0, 80.0, 57.0, 69.0, 74.0, 11.0, 71.0, 21.0, 52.0, 77.0, 34.0, 35.0, 18.0, 78.0, 78.0, 51.0, 80.0, 74.0, 41.0, 58.0, 59.0, 79.0, 80.0, 13.0, 48.0, 77.0, 58.0, 24.0, 73.0, 79.0, 59.0, 77.0, 9.0, 10.0, 64.0, 55.0, 25.0, 17.0, 74.0, 47.0, 80.0, 17.0, 35.0, 80.0, 16.0, 75.0, 21.0, 80.0, 7.0, 31.0, 77.0, 80.0, 30.0, 53.0, 76.0, 19.0, 51.0, 75.0, 79.0, 79.0, 76.0, 79.0, 12.0, 55.0, 7.0, 46.0, 64.0, 35.0, 16.0, 37.0, 75.0, 31.0, 28.0, 9.0, 20.0, 63.0, 49.0, 7.0, 64.0, 48.0, 3.0, 5.0, 79.0, 41.0, 7.0, 13.0, 76.0, 37.0, 18.0, 36.0, 17.0, 2.0, 9.0, 22.0, 56.0, 80.0, 3.0, 6.0, 64.0, 15.0, 8.0, 80.0, 80.0, 74.0, 61.0, 59.0, 62.0, 76.0, 46.0, 80.0, 75.0, 80.0, 11.0, 1.0, 76.0, 74.0, 79.0, 18.0, 8.0, 14.0, 14.0, 54.0, 11.0, 35.0, 71.0, 4.0, 31.0, 1.0, 80.0, 61.0, 80.0, 80.0, 4.0, 68.0, 59.0, 24.0, 79.0, 76.0, 76.0, 7.0, 80.0, 41.0, 80.0, 1.0, 49.0, 15.0, 80.0, 54.0, 73.0, 74.0, 35.0, 11.0, 80.0, 37.0, 74.0, 46.0, 35.0, 61.0, 80.0, 7.0, 20.0, 18.0, 57.0, 78.0, 18.0, 44.0, 10.0, 57.0, 79.0, 55.0, 77.0, 63.0, 18.0, 76.0, 13.0, 71.0, 79.0, 1.0, 1.0, 77.0, 77.0, 75.0, 38.0, 33.0, 75.0, 31.0, 73.0, 70.0, 58.0, 80.0, 76.0, 9.0, 29.0, 18.0, 2.0, 80.0, 12.0, 79.0, 12.0, 79.0, 35.0, 64.0, 75.0, 63.0, 78.0, 80.0, 76.0, 15.0, 62.0, 72.0, 75.0, 54.0, 73.0, 72.0, 79.0, 40.0, 31.0, 76.0, 3.0, 40.0, 80.0, 62.0, 34.0, 51.0, 36.0, 5.0, 36.0, 51.0, 50.0, 39.0, 80.0, 73.0, 30.0, 6.0, 4.0, 80.0, 59.0, 65.0, 78.0, 79.0, 53.0, 80.0, 48.0, 76.0, 79.0, 80.0, 19.0, 12.0, 79.0, 7.0, 12.0, 74.0, 80.0, 10.0, 55.0, 44.0, 61.0, 11.0, 80.0, 69.0, 30.0, 69.0, 79.0, 71.0, 80.0, 14.0, 80.0, 66.0, 77.0, 70.0, 22.0, 12.0, 1.0, 80.0, 80.0, 35.0, 18.0, 14.0, 9.0, 2.0, 34.0, 23.0, 80.0, 57.0, 8.0, 14.0, 18.0, 80.0, 33.0, 70.0, 80.0, 1.0, 72.0, 56.0, 61.0, 76.0, 67.0, 68.0, 65.0, 42.0, 6.0, 61.0, 17.0, 77.0, 7.0, 4.0, 64.0, 71.0, 52.0, 56.0, 27.0, 80.0, 80.0, 26.0, 61.0, 10.0, 34.0, 80.0, 23.0, 46.0, 37.0, 29.0, 7.0, 78.0, 35.0, 73.0, 11.0, 69.0, 40.0, 54.0, 53.0, 50.0, 73.0, 22.0, 12.0, 18.0, 72.0, 52.0, 1.0, 62.0, 79.0, 49.0, 80.0, 11.0, 21.0, 12.0, 80.0, 18.0, 7.0, 75.0, 9.0, 51.0, 10.0, 14.0, 77.0, 74.0, 78.0, 78.0, 80.0, 34.0, 17.0, 80.0, 32.0, 78.0, 19.0, 55.0, 12.0, 10.0, 11.0, 8.0, 13.0, 63.0, 79.0, 12.0, 79.0, 9.0, 38.0, 2.0, 27.0, 29.0, 43.0, 74.0, 80.0, 80.0, 80.0, 44.0, 23.0, 46.0, 13.0, 38.0, 80.0, 1.0, 3.0, 11.0, 4.0, 80.0, 2.0, 42.0, 50.0, 31.0, 66.0, 62.0, 7.0, 49.0, 77.0, 4.0, 71.0, 57.0, 47.0, 77.0, 74.0, 50.0, 9.0, 68.0, 38.0, 64.0, 27.0, 74.0, 73.0, 31.0, 76.0, 57.0, 38.0, 2.0, 38.0, 68.0, 36.0, 41.0, 29.0, 39.0, 66.0, 69.0, 17.0, 80.0, 31.0, 43.0, 65.0, 64.0, 27.0, 8.0, 32.0, 65.0, 5.0, 28.0, 2.0, 64.0, 3.0, 31.0, 5.0, 72.0, 9.0, 43.0, 58.0, 75.0, 47.0, 45.0, 56.0, 7.0, 28.0, 3.0, 61.0, 40.0, 80.0, 70.0, 28.0, 80.0, 28.0, 35.0, 64.0, 42.0, 40.0, 7.0, 36.0, 50.0, 7.0, 17.0, 13.0, 9.0, 73.0, 34.0, 77.0, 37.0, 11.0, 25.0, 78.0, 78.0, 19.0, 60.0, 78.0, 78.0, 61.0, 2.0, 43.0, 5.0, 6.0, 75.0, 67.0, 28.0, 80.0, 12.0, 42.0, 77.0, 18.0, 48.0, 75.0, 50.0, 6.0, 44.0, 48.0, 80.0, 15.0, 3.0, 77.0, 37.0, 6.0, 11.0, 5.0, 74.0, 33.0, 78.0, 46.0, 18.0, 39.0, 73.0, 41.0, 80.0, 80.0, 21.0, 80.0, 71.0, 22.0, 27.0, 13.0, 80.0, 1.0, 36.0, 13.0, 9.0, 13.0, 11.0, 35.0, 61.0, 74.0, 37.0, 77.0, 16.0, 73.0, 48.0, 70.0, 45.0, 73.0, 11.0, 71.0, 4.0, 12.0, 73.0, 4.0, 62.0, 63.0, 16.0, 45.0, 61.0, 68.0, 27.0, 1.0, 77.0, 75.0, 80.0, 9.0, 38.0, 65.0, 74.0, 80.0, 3.0, 4.0, 28.0, 3.0, 36.0, 3.0, 80.0, 2.0, 35.0, 80.0, 52.0","554.0, 642.0, 554.0, 430.0, 498.0, 430.0, 651.0, 524.0, 898.0, 812.0, 554.0, 579.0, 608.0, 554.0, 554.0, 739.0, 549.0, 310.0, 711.0, 559.0, 506.0, 580.0, 524.0, 750.0, 622.0, 603.0, 732.0, 743.0, 880.0, 464.0, 488.0, 481.0, 478.0, 789.0, 547.0, 694.0, 554.0, 622.0, 787.0, 836.0, 527.0, 660.0, 745.0, 366.0, 545.0, 741.0, 673.0, 505.0, 638.0, 566.0, 603.0, 853.0, 543.0, 650.0, 507.0, 636.0, 554.0, 445.0, 384.0, 456.0, 712.0, 600.0, 554.0, 554.0, 700.0, 611.0, 604.0, 560.0, 491.0, 631.0, 568.0, 516.0, 514.0, 310.0, 652.0, 696.0, 686.0, 490.0, 403.0, 826.0",979.0,17.0
