1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.6940422547134445,0.6941125870948459,0.6933678240152862,0.6928020586604196,0.6943552519509418,0.6912767391758793,0.687762936165287,0.6909897429784234,0.6894829092831488,0.6889961940005839,0.6863032187732692,0.6880139455412103,0.6854498283585829,0.6864931628494375,0.6838273945575764,0.6841272997099287,0.6833927953795893,0.6878323459848693,0.6836940653705883,0.6837849256162938,0.6828282739282993,0.6808727538470309,0.6800755429552731,0.6821987654257,0.6776491915490572,0.6797354735385428,0.6840530524875479,0.6781382287849653,0.6794757464717194,0.6777355737418864
